mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_sgdclassifier__alpha,param_sgdclassifier__tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
690.481783246994,90.40846382518028,0.49363112449645996,0.015563869501592052,1e-07,1e-07,"{'sgdclassifier__alpha': 1e-07, 'sgdclassifier__tol': 1e-07}",0.5600908499641613,0.582763811677018,0.587848402931504,0.5625860460802202,0.5756645534296936,0.5737907328165195,0.010907586644310909,8
115.72603769302368,9.135120093500612,0.4895169734954834,0.011649605799558283,1e-07,0.0011112000000000001,"{'sgdclassifier__alpha': 1e-07, 'sgdclassifier__tol': 0.0011112000000000001}",0.5994116549200229,0.5721797337720335,0.5265483861183856,0.6262603503902254,0.5700263065869271,0.5788852863575189,0.033251543071443325,6
83.917063331604,14.230864153771968,0.49463610649108886,0.013658370006954258,1e-07,0.0022223,"{'sgdclassifier__alpha': 1e-07, 'sgdclassifier__tol': 0.0022223}",0.5523091458512028,0.5683248275388988,0.5758872715334379,0.6237825635171829,0.524498390610567,0.5689604398102579,0.03258217199010752,10
71.37340106964112,12.05375744980899,0.49861621856689453,0.009074198297610822,1e-07,0.0033334,"{'sgdclassifier__alpha': 1e-07, 'sgdclassifier__tol': 0.0033334}",0.5468486215901627,0.6030877830198447,0.5071821604807971,0.615395497829711,0.6016433844447003,0.5748314894730432,0.041284881540306975,7
59.601661109924315,10.749655809817318,0.48877687454223634,0.012579828672950736,1e-07,0.0044445000000000005,"{'sgdclassifier__alpha': 1e-07, 'sgdclassifier__tol': 0.0044445000000000005}",0.5858926528667437,0.5329912046171438,0.5496154787688506,0.5930768874053532,0.597641631339999,0.571843570999618,0.025757968871627752,9
54.40851950645447,8.654901268452807,0.49678454399108884,0.021520530891881037,1e-07,0.005555600000000001,"{'sgdclassifier__alpha': 1e-07, 'sgdclassifier__tol': 0.005555600000000001}",0.6512015615769577,0.5488039781431725,0.6175261126162174,0.6416083156659357,0.5658079834196006,0.6049895902843769,0.0408060364644272,1
50.87664928436279,8.501849584586969,0.49029855728149413,0.01928644517931625,1e-07,0.0066667,"{'sgdclassifier__alpha': 1e-07, 'sgdclassifier__tol': 0.0066667}",0.631158535020037,0.5515045361791716,0.5843153737198163,0.6245650789794749,0.5590072284131032,0.5901101504623206,0.03275202780163336,3
50.632908725738524,5.941801282310097,0.5274046897888184,0.05756495103357873,1e-07,0.0077778000000000005,"{'sgdclassifier__alpha': 1e-07, 'sgdclassifier__tol': 0.0077778000000000005}",0.5220229269639486,0.5924745986692181,0.6342748690622205,0.6312156432203713,0.54959522063549,0.5859166517102496,0.04435127259253283,4
45.05847120285034,8.273569851630995,0.4931485176086426,0.010170396693905803,1e-07,0.0088889,"{'sgdclassifier__alpha': 1e-07, 'sgdclassifier__tol': 0.0088889}",0.5854415683882037,0.6139385854856542,0.5931327393646694,0.6318739540528423,0.5735190464343176,0.5995811787451373,0.020831246517972496,2
42.76744165420532,7.916458104418916,0.4958040714263916,0.017187088159063994,1e-07,0.01,"{'sgdclassifier__alpha': 1e-07, 'sgdclassifier__tol': 0.01}",0.5513936723644435,0.6205710082645928,0.6092339578833474,0.5589785158711946,0.555805074732534,0.5791964458232226,0.02947209423513907,5
69.53800768852234,8.710897387523659,0.49925384521484373,0.019685951081589378,0.0011112000000000001,1e-07,"{'sgdclassifier__alpha': 0.0011112000000000001, 'sgdclassifier__tol': 1e-07}",0.48563719275006834,0.48721261091343954,0.5055309072150775,0.49231123247278097,0.4982244374146609,0.49378327615320544,0.007340708113215319,20
16.090675163269044,2.441172397269175,0.4989462852478027,0.008933654605293717,0.0011112000000000001,0.0011112000000000001,"{'sgdclassifier__alpha': 0.0011112000000000001, 'sgdclassifier__tol': 0.0011112000000000001}",0.4891851361979846,0.4846645616027761,0.49448095350828314,0.5032967516099769,0.5163675917393766,0.49759899893167947,0.011247572395351258,17
15.363385820388794,2.3604406858396163,0.4955761432647705,0.014698530656556201,0.0011112000000000001,0.0022223,"{'sgdclassifier__alpha': 0.0011112000000000001, 'sgdclassifier__tol': 0.0022223}",0.4812648800652947,0.4841062361697815,0.5089851315528847,0.4977880773187037,0.4992564067201625,0.49428014636536544,0.010258761539160943,19
13.562923240661622,2.2572280275913914,0.5152613639831543,0.02488311378769212,0.0011112000000000001,0.0033334,"{'sgdclassifier__alpha': 0.0011112000000000001, 'sgdclassifier__tol': 0.0033334}",0.4840186402066143,0.4874952471393929,0.5111193202105629,0.49170797214773426,0.49951673443048694,0.4947715828269582,0.009671830516837848,18
14.4298659324646,2.1802618616833582,0.5081279754638672,0.0190613079300574,0.0011112000000000001,0.0044445000000000005,"{'sgdclassifier__alpha': 0.0011112000000000001, 'sgdclassifier__tol': 0.0044445000000000005}",0.4938755573451036,0.4910116200879858,0.5086911011841982,0.49256685261026656,0.5159896357344939,0.5004269533924096,0.010038363373704307,13
12.74690203666687,1.0889225107511291,0.508749532699585,0.024649952189895855,0.0011112000000000001,0.005555600000000001,"{'sgdclassifier__alpha': 0.0011112000000000001, 'sgdclassifier__tol': 0.005555600000000001}",0.49351089216333127,0.49651869498061346,0.5016110718784191,0.4969595071313269,0.5155044064597633,0.5008209145226907,0.007785695486435767,12
14.359149932861328,2.2501286295671856,0.5106043338775634,0.022765193294432145,0.0011112000000000001,0.0066667,"{'sgdclassifier__alpha': 0.0011112000000000001, 'sgdclassifier__tol': 0.0066667}",0.4881763135617413,0.48476400754462184,0.5065990521441762,0.49403051222374345,0.517247644029459,0.4981635059007483,0.012097396185022943,16
13.466475677490234,2.260125923134021,0.49956612586975097,0.02000791909933194,0.0011112000000000001,0.0077778000000000005,"{'sgdclassifier__alpha': 0.0011112000000000001, 'sgdclassifier__tol': 0.0077778000000000005}",0.4932451439569502,0.4894611755662085,0.5155772576276332,0.500595837274516,0.500050237904454,0.49978593046595243,0.008938392169556818,14
13.226567888259888,1.31428323406679,0.5186051368713379,0.036636007471787635,0.0011112000000000001,0.0088889,"{'sgdclassifier__alpha': 0.0011112000000000001, 'sgdclassifier__tol': 0.0088889}",0.49777375354102354,0.49586526636174116,0.5141254695019525,0.5045088954239436,0.507172930473827,0.5038892630604976,0.006598944127111638,11
13.46959114074707,2.3386516961410626,0.5137250423431396,0.03969614405810346,0.0011112000000000001,0.01,"{'sgdclassifier__alpha': 0.0011112000000000001, 'sgdclassifier__tol': 0.01}",0.4945229105313759,0.4817613653488558,0.5015497497553426,0.5019162366535851,0.5134280930799281,0.49863567107381745,0.010389674748240008,15
53.2709397315979,7.267369632673174,0.4990447998046875,0.018492955392488998,0.0022223,1e-07,"{'sgdclassifier__alpha': 0.0022223, 'sgdclassifier__tol': 1e-07}",0.474055078025173,0.47077604815118457,0.48808029726308794,0.48754071659202397,0.4964218016217598,0.4833747883306459,0.009542605332908351,27
15.150490856170654,2.246334917465311,0.5007777214050293,0.0136307573344095,0.0022223,0.0011112000000000001,"{'sgdclassifier__alpha': 0.0022223, 'sgdclassifier__tol': 0.0011112000000000001}",0.47945064339915333,0.4753338896360323,0.48987463532854997,0.4904224952071897,0.49211885099941216,0.4854401029140675,0.00673949788614976,26
13.54512333869934,1.7672207603239,0.5067563533782959,0.014894781573039511,0.0022223,0.0022223,"{'sgdclassifier__alpha': 0.0022223, 'sgdclassifier__tol': 0.0022223}",0.4721583704761194,0.4746861959405561,0.4927541236750193,0.4896788573998589,0.49808266928858236,0.4854720433560272,0.010230760036336311,25
14.380953550338745,2.094335725714743,0.5071433067321778,0.013900085555458332,0.0022223,0.0033334,"{'sgdclassifier__alpha': 0.0022223, 'sgdclassifier__tol': 0.0033334}",0.47070581625763275,0.4735419209200836,0.4903597206498578,0.48537551084105424,0.48496205937023695,0.48098900560777313,0.007537107380387279,29
12.587608528137206,1.8552397968688672,0.5128121376037598,0.021222161754343462,0.0022223,0.0044445000000000005,"{'sgdclassifier__alpha': 0.0022223, 'sgdclassifier__tol': 0.0044445000000000005}",0.4788708757787196,0.4779285711572974,0.4932594487657668,0.48182713452149667,0.4973173168501422,0.4858406694146845,0.007925143631747789,23
14.467164421081543,2.209655407250443,0.5185203552246094,0.015250146130954899,0.0022223,0.005555600000000001,"{'sgdclassifier__alpha': 0.0022223, 'sgdclassifier__tol': 0.005555600000000001}",0.4797143732170145,0.47544727323960645,0.49535973411787115,0.48218850219097237,0.4964717206156629,0.4858363206762255,0.008514978126657965,24
13.583179616928101,2.298929814799202,0.5111627578735352,0.020156487134932576,0.0022223,0.0066667,"{'sgdclassifier__alpha': 0.0022223, 'sgdclassifier__tol': 0.0066667}",0.4789367423706631,0.4777882724314873,0.4996969264033719,0.4901276277439162,0.49615880159516396,0.4885416741089205,0.008864151343018824,21
13.387166929244994,2.084047386295124,0.5079158306121826,0.021520124187635506,0.0022223,0.0077778000000000005,"{'sgdclassifier__alpha': 0.0022223, 'sgdclassifier__tol': 0.0077778000000000005}",0.4714309715802675,0.47150025533936596,0.4934230699207953,0.48721520922979833,0.4827249417404467,0.48125888956213475,0.008688075166837096,28
15.69497275352478,2.3037499869032336,0.6187970161437988,0.11530103191230823,0.0022223,0.0088889,"{'sgdclassifier__alpha': 0.0022223, 'sgdclassifier__tol': 0.0088889}",0.4699165498594597,0.47662363950102027,0.48436931564323205,0.4805320618055524,0.4860852988616179,0.4795053731341764,0.005800989044364572,30
14.993418788909912,2.1826209998482042,0.48908414840698244,0.013997484356744135,0.0022223,0.01,"{'sgdclassifier__alpha': 0.0022223, 'sgdclassifier__tol': 0.01}",0.47597992694313523,0.47660290873466377,0.49424334435017114,0.4926035560913518,0.4965493302437011,0.4871958132726045,0.00899339078565003,22
44.24951992034912,8.202034129057255,0.49643964767456056,0.01144946662272931,0.0033334,1e-07,"{'sgdclassifier__alpha': 0.0033334, 'sgdclassifier__tol': 1e-07}",0.4678002275072464,0.4668747804406777,0.48372648953530406,0.47867004686250103,0.4849476896821715,0.4764038468055801,0.0077016800915439615,38
14.650378847122193,2.3414290671579727,0.49422249794006345,0.00966272847830039,0.0033334,0.0011112000000000001,"{'sgdclassifier__alpha': 0.0033334, 'sgdclassifier__tol': 0.0011112000000000001}",0.46630018760554676,0.4733989118513499,0.4765614631966786,0.48001438744195785,0.47310587433499973,0.47387616488610657,0.004541038491574139,40
13.334358215332031,2.1962039448421846,0.49315810203552246,0.01865241565771622,0.0033334,0.0022223,"{'sgdclassifier__alpha': 0.0033334, 'sgdclassifier__tol': 0.0022223}",0.4685179445871067,0.46939360692213355,0.4836631055778139,0.4782633226008418,0.4887997447326566,0.4777275448841105,0.007904211631544021,35
13.389861345291138,1.8654787535337987,0.48853087425231934,0.01469307228016375,0.0033334,0.0033334,"{'sgdclassifier__alpha': 0.0033334, 'sgdclassifier__tol': 0.0033334}",0.4637609560531611,0.46446469261596174,0.4791740482636567,0.47596371846960933,0.482080080683621,0.473088699217202,0.00758317125991641,41
13.474397420883179,1.5250634050653764,0.4980795860290527,0.016530886020408826,0.0033334,0.0044445000000000005,"{'sgdclassifier__alpha': 0.0033334, 'sgdclassifier__tol': 0.0044445000000000005}",0.47459171669872446,0.46325341423820177,0.49284382040569813,0.48325583696652386,0.4835167739990397,0.4794923124616376,0.009963341067009692,31
13.58469500541687,1.7949942191673587,0.49604005813598634,0.017653252114535136,0.0033334,0.005555600000000001,"{'sgdclassifier__alpha': 0.0033334, 'sgdclassifier__tol': 0.005555600000000001}",0.4734632709052201,0.46649854663086504,0.48692547502030736,0.4766993247025177,0.48991494373804473,0.47870031219939096,0.008645633573626767,34
14.084628486633301,1.0516086705222347,0.4941860198974609,0.015757345614003583,0.0033334,0.0066667,"{'sgdclassifier__alpha': 0.0033334, 'sgdclassifier__tol': 0.0066667}",0.4744182393247682,0.4664630549239998,0.4904489036307898,0.4808165910748309,0.4815785414579516,0.4787450660824681,0.007985847979304983,33
12.58485188484192,1.776841132632069,0.48337106704711913,0.012866847894064825,0.0033334,0.0077778000000000005,"{'sgdclassifier__alpha': 0.0033334, 'sgdclassifier__tol': 0.0077778000000000005}",0.4688154066296971,0.4693111965507857,0.48428423269767407,0.4857142041794664,0.47779639137145175,0.477184286285815,0.007149365001648403,36
14.224036359786988,2.1265439459850435,0.49761166572570803,0.017309355114041025,0.0033334,0.0088889,"{'sgdclassifier__alpha': 0.0033334, 'sgdclassifier__tol': 0.0088889}",0.46756756331374233,0.4652045511706065,0.4876072494476981,0.4851811999087305,0.4891199200911339,0.4789360967863823,0.010350839163117905,32
12.941758346557616,1.3135277067545945,0.4835184574127197,0.010709641340636192,0.0033334,0.01,"{'sgdclassifier__alpha': 0.0033334, 'sgdclassifier__tol': 0.01}",0.4654296034729244,0.46909068146708716,0.48624746176223105,0.4855552709547203,0.4791007416406429,0.4770847518595212,0.008479584973967976,37
40.66282444000244,8.038964696743777,0.49800405502319334,0.019431128330225575,0.0044445000000000005,1e-07,"{'sgdclassifier__alpha': 0.0044445000000000005, 'sgdclassifier__tol': 1e-07}",0.4612672444007578,0.4574855643934229,0.4758393860226113,0.475790655349147,0.4729093124071717,0.4686584325146222,0.007745544777410317,49
13.356983470916749,2.168436301609159,0.49044241905212405,0.015049687926611457,0.0044445000000000005,0.0011112000000000001,"{'sgdclassifier__alpha': 0.0044445000000000005, 'sgdclassifier__tol': 0.0011112000000000001}",0.4645508384226404,0.459536535494006,0.47636976547472887,0.47812357008341644,0.47064496379646936,0.4698451346542522,0.007014838792014862,46
14.093001461029052,1.7974758558676138,0.4931051254272461,0.012006891797923863,0.0044445000000000005,0.0022223,"{'sgdclassifier__alpha': 0.0044445000000000005, 'sgdclassifier__tol': 0.0022223}",0.46271050678906894,0.4619547508292863,0.4760656200452381,0.47575788448709394,0.4758502901352032,0.4704678104571781,0.006647396292351182,45
13.13659200668335,1.322406093555611,0.49928035736083987,0.01184567063656209,0.0044445000000000005,0.0033334,"{'sgdclassifier__alpha': 0.0044445000000000005, 'sgdclassifier__tol': 0.0033334}",0.4662675251875417,0.4594058745087276,0.48221220601423825,0.4737360992365885,0.4823611302326213,0.47279656703594347,0.008977269975727507,42
13.409154081344605,1.9608991968010274,0.4914999485015869,0.007904188499759842,0.0044445000000000005,0.0044445000000000005,"{'sgdclassifier__alpha': 0.0044445000000000005, 'sgdclassifier__tol': 0.0044445000000000005}",0.4624224524080284,0.45977261489058635,0.48436322229160095,0.4796175047928862,0.47412602095806505,0.47206036306823335,0.009556314726982089,44
13.444551849365235,2.201365112273685,0.49156932830810546,0.008963974117455737,0.0044445000000000005,0.005555600000000001,"{'sgdclassifier__alpha': 0.0044445000000000005, 'sgdclassifier__tol': 0.005555600000000001}",0.4676704056602682,0.4592935615455004,0.470965769923996,0.4741055357283677,0.4707629833661588,0.46855965124485816,0.005060673675817093,50
13.42197756767273,2.1762651078190847,0.4903247356414795,0.01258588350693688,0.0044445000000000005,0.0066667,"{'sgdclassifier__alpha': 0.0044445000000000005, 'sgdclassifier__tol': 0.0066667}",0.46530148803871907,0.46630319966154155,0.4855020473987479,0.4756871018633722,0.4803945575249003,0.47463767889745617,0.00786009474381872,39
13.501985311508179,2.2076695855464212,0.489788818359375,0.011880864182063595,0.0044445000000000005,0.0077778000000000005,"{'sgdclassifier__alpha': 0.0044445000000000005, 'sgdclassifier__tol': 0.0077778000000000005}",0.46122864520971874,0.4590287657750873,0.47450007178251447,0.476714166591279,0.47568124909308096,0.4694305796903361,0.007658860465506095,47
13.575636196136475,2.117263284958537,0.49178433418273926,0.014517071991108675,0.0044445000000000005,0.0088889,"{'sgdclassifier__alpha': 0.0044445000000000005, 'sgdclassifier__tol': 0.0088889}",0.46297090842559246,0.4578078594027053,0.4736989475073538,0.4777042546458645,0.4725237908072944,0.4689411521577621,0.0073737086908829946,48
